source,target,value
Jim Galarowicz,var/spack/repos/builtin/packages/cbtf-krell/package.py,5.23
Jim Galarowicz,var/spack/repos/builtin/packages/cbtf-lanl/package.py,2.5
Jim Galarowicz,var/spack/repos/builtin/packages/cbtf/package.py,4.27
Jim Galarowicz,var/spack/packages/boost/package.py,0.98
Jim Galarowicz,var/spack/packages/qt/package.py,1.41
lingnanyuan,var/spack/repos/builtin/packages/r-glmnet/package.py,0.44
lingnanyuan,var/spack/repos/builtin/packages/r-lattice/package.py,0.67
Christoph Junghans,lib/spack/docs/tutorial/examples/Autotools/0.package.py,0.89
Christoph Junghans,lib/spack/docs/tutorial/examples/Autotools/1.package.py,0.89
Christoph Junghans,lib/spack/docs/tutorial/examples/Autotools/autotools_class.py,0.89
Christoph Junghans,lib/spack/docs/tutorial/examples/Cmake/0.package.py,0.89
Christoph Junghans,lib/spack/docs/tutorial/examples/Cmake/1.package.py,0.89
Christoph Junghans,lib/spack/docs/tutorial/examples/Cmake/2.package.py,0.89
Christoph Junghans,lib/spack/docs/tutorial/examples/Cmake/cmake_class.py,0.89
Christoph Junghans,lib/spack/docs/tutorial/examples/Makefile/0.package.py,0.89
Christoph Junghans,lib/spack/docs/tutorial/examples/Makefile/1.package.py,0.89
Christoph Junghans,lib/spack/docs/tutorial/examples/Makefile/2.package.py,0.89
Christoph Junghans,lib/spack/docs/tutorial/examples/Makefile/3.package.py,0.89
Christoph Junghans,lib/spack/docs/tutorial/examples/Makefile/makefile_class.py,0.89
Christoph Junghans,lib/spack/docs/tutorial/examples/PyPackage/0.package.py,0.89
Christoph Junghans,lib/spack/docs/tutorial/examples/PyPackage/1.package.py,0.89
Christoph Junghans,lib/spack/docs/tutorial/examples/PyPackage/python_package_class.py,0.89
Christoph Junghans,var/spack/repos/builtin/packages/miniamr/package.py,0.91
Christoph Junghans,lib/spack/env/cc,1.9
Christoph Junghans,lib/spack/docs/packaging_guide.rst,1.52
Christoph Junghans,lib/spack/spack/directives.py,1.87
Mike Pozulp,var/spack/repos/builtin/packages/llvm/package.py,0.69
Geoffrey Oxberry,var/spack/repos/builtin/packages/argp-standalone/argp-fmtstream.h.patch,0.19
Geoffrey Oxberry,var/spack/repos/builtin/packages/metis/package.py,2.9
Geoffrey Oxberry,var/spack/repos/builtin/packages/dealii/package.py,0.93
Geoffrey Oxberry,var/spack/repos/builtin/packages/eigen/package.py,0.93
Geoffrey Oxberry,var/spack/repos/builtin/packages/parmetis/package.py,0.82
Geoffrey Oxberry,var/spack/repos/builtin/packages/petsc/package.py,0.93
Geoffrey Oxberry,var/spack/repos/builtin/packages/superlu-dist/package.py,0.82
å¥ç¾ç«,var/spack/repos/builtin/packages/libtiff/package.py,0.92
å¥ç¾ç«,var/spack/repos/builtin/packages/octave/package.py,0.95
å¥ç¾ç«,var/spack/repos/builtin/packages/gdbm/package.py,0.94
å¥ç¾ç«,var/spack/repos/builtin/packages/mesa-glu/package.py,0.71
å¥ç¾ç«,var/spack/repos/builtin/packages/gromacs/package.py,0.93
å¥ç¾ç«,var/spack/repos/builtin/packages/bash/package.py,0.94
å¥ç¾ç«,var/spack/repos/builtin/packages/cdd/package.py,1.1
å¥ç¾ç«,var/spack/repos/builtin/packages/cfitsio/package.py,0.89
å¥ç¾ç«,var/spack/repos/builtin/packages/darshan-runtime/package.py,0.95
å¥ç¾ç«,var/spack/repos/builtin/packages/darshan-util/package.py,0.95
å¥ç¾ç«,var/spack/repos/builtin/packages/gconf/package.py,0.96
å¥ç¾ç«,var/spack/repos/builtin/packages/ghostscript-fonts/package.py,0.71
å¥ç¾ç«,var/spack/repos/builtin/packages/gmake/package.py,0.94
å¥ç¾ç«,var/spack/repos/builtin/packages/gnutls/package.py,0.73
å¥ç¾ç«,var/spack/repos/builtin/packages/guile/package.py,0.95
å¥ç¾ç«,var/spack/repos/builtin/packages/libffi/package.py,0.84
å¥ç¾ç«,var/spack/repos/builtin/packages/libgcrypt/package.py,0.65
å¥ç¾ç«,var/spack/repos/builtin/packages/libgpg-error/package.py,0.7
å¥ç¾ç«,var/spack/repos/builtin/packages/libsigsegv/package.py,0.94
å¥ç¾ç«,var/spack/repos/builtin/packages/m4/package.py,0.95
å¥ç¾ç«,var/spack/repos/builtin/packages/mesa/package.py,0.85
å¥ç¾ç«,var/spack/repos/builtin/packages/mpc/package.py,0.95
å¥ç¾ç«,var/spack/repos/builtin/packages/mpe2/package.py,0.94
å¥ç¾ç«,var/spack/repos/builtin/packages/mrnet/package.py,0.9
å¥ç¾ç«,var/spack/repos/builtin/packages/ncview/package.py,0.6
å¥ç¾ç«,var/spack/repos/builtin/packages/netcdf/package.py,0.65
å¥ç¾ç«,var/spack/repos/builtin/packages/openssl/package.py,1.74
å¥ç¾ç«,var/spack/repos/builtin/packages/pcre/package.py,0.74
å¥ç¾ç«,var/spack/repos/builtin/packages/pcre2/package.py,0.69
å¥ç¾ç«,var/spack/repos/builtin/packages/readline/package.py,0.6
å¥ç¾ç«,var/spack/repos/builtin/packages/unixodbc/package.py,0.73
Sergey Kosukhin,var/spack/repos/builtin/packages/cdo/package.py,1.38
Sergey Kosukhin,var/spack/repos/builtin/packages/grib-api/package.py,2.36
Sergey Kosukhin,lib/spack/spack/fetch_strategy.py,0.67
Sergey Kosukhin,var/spack/repos/builtin/packages/isaac-server/package.py,0.67
Sergey Kosukhin,var/spack/repos/builtin/packages/isaac/package.py,0.67
Sergey Kosukhin,var/spack/repos/builtin/packages/jasper/package.py,0.41
Sergey Kosukhin,lib/spack/spack/architecture.py,0.9
Sergey Kosukhin,lib/spack/spack/compilers/__init__.py,0.9
Sergey Kosukhin,lib/spack/spack/compilers/cce.py,1.0
Elizabeth Fischer,var/spack/repos/builtin/packages/gdal/package.py,0.73
Elizabeth Fischer,lib/spack/spack/cmd/install.py,1.53
Elizabeth Fischer,lib/spack/spack/test/setup.py,3.4
Elizabeth Fischer,lib/spack/spack/directory_layout.py,1.58
Elizabeth Fischer,lib/spack/spack/modules.py,0.82
Elizabeth Fischer,lib/spack/spack/cmd/__init__.py,1.59
Elizabeth Fischer,lib/spack/docs/packaging_guide.rst,10.3
Elizabeth Fischer,lib/spack/spack/cmd/create.py,1.77
Elizabeth Fischer,var/spack/repos/builtin/packages/cantera/package.py,0.78
Elizabeth Fischer,var/spack/repos/builtin/packages/cask/package.py,0.67
Elizabeth Fischer,var/spack/repos/builtin/packages/cmor/package.py,0.8
Elizabeth Fischer,var/spack/repos/builtin/packages/environment-modules/package.py,0.61
Elizabeth Fischer,var/spack/repos/builtin/packages/espressopp/package.py,0.91
Elizabeth Fischer,var/spack/repos/builtin/packages/fenics/package.py,0.66
Elizabeth Fischer,var/spack/repos/builtin/packages/global/package.py,0.73
Elizabeth Fischer,var/spack/repos/builtin/packages/go-bootstrap/package.py,0.61
Elizabeth Fischer,var/spack/repos/builtin/packages/go/package.py,0.61
Elizabeth Fischer,var/spack/repos/builtin/packages/hoomd-blue/package.py,0.73
Elizabeth Fischer,var/spack/repos/builtin/packages/ibmisc/package.py,0.79
Elizabeth Fischer,var/spack/repos/builtin/packages/lmod/package.py,0.65
Elizabeth Fischer,var/spack/repos/builtin/packages/lua/package.py,0.87
Elizabeth Fischer,var/spack/repos/builtin/packages/nwchem/package.py,0.86
Elizabeth Fischer,var/spack/repos/builtin/packages/opencv/package.py,0.8
Elizabeth Fischer,var/spack/repos/builtin/packages/psi4/package.py,0.73
Elizabeth Fischer,var/spack/repos/builtin/packages/py-astroid/package.py,2.43
Elizabeth Fischer,var/spack/repos/builtin/packages/py-astropy/package.py,2.11
Elizabeth Fischer,var/spack/repos/builtin/packages/py-autopep8/package.py,0.9
Elizabeth Fischer,var/spack/repos/builtin/packages/py-babel/package.py,0.73
Elizabeth Fischer,var/spack/repos/builtin/packages/py-biopython/package.py,0.7
Elizabeth Fischer,var/spack/repos/builtin/packages/py-bottleneck/package.py,0.73
Elizabeth Fischer,var/spack/repos/builtin/packages/py-cclib/package.py,0.8
Elizabeth Fischer,var/spack/repos/builtin/packages/py-cdo/package.py,0.7
Elizabeth Fischer,var/spack/repos/builtin/packages/py-cffi/package.py,0.73
Elizabeth Fischer,var/spack/repos/builtin/packages/py-configparser/package.py,0.91
Elizabeth Fischer,var/spack/repos/builtin/packages/py-csvkit/package.py,0.8
Elizabeth Fischer,var/spack/repos/builtin/packages/py-cycler/package.py,0.73
Elizabeth Fischer,var/spack/repos/builtin/packages/py-dateutil/package.py,0.73
Elizabeth Fischer,var/spack/repos/builtin/packages/py-emcee/package.py,0.73
Elizabeth Fischer,var/spack/repos/builtin/packages/py-enum34/package.py,0.86
Elizabeth Fischer,var/spack/repos/builtin/packages/py-flake8/package.py,7.27
Elizabeth Fischer,var/spack/repos/builtin/packages/py-gnuplot/package.py,0.73
Elizabeth Fischer,var/spack/repos/builtin/packages/py-h5py/package.py,1.59
Elizabeth Fischer,var/spack/repos/builtin/packages/py-iminuit/package.py,0.7
Elizabeth Fischer,var/spack/repos/builtin/packages/py-ipython/package.py,0.7
Elizabeth Fischer,var/spack/repos/builtin/packages/py-jinja2/package.py,0.77
Elizabeth Fischer,var/spack/repos/builtin/packages/py-logilab-common/package.py,1.66
Elizabeth Fischer,var/spack/repos/builtin/packages/py-macs2/package.py,0.73
Elizabeth Fischer,var/spack/repos/builtin/packages/py-mako/package.py,0.82
Elizabeth Fischer,var/spack/repos/builtin/packages/py-meep/package.py,0.69
Elizabeth Fischer,var/spack/repos/builtin/packages/py-mock/package.py,0.73
healther,lib/spack/spack/filesystem_view.py,0.8
healther,var/spack/repos/builtin/packages/py-enum34/package.py,2.11
healther,var/spack/repos/builtin/packages/py-backports-shutil-get-terminal-size/package.py,0.46
healther,var/spack/repos/builtin/packages/py-ipython/package.py,1.59
healther,var/spack/repos/builtin/packages/py-coverage/package.py,0.82
healther,var/spack/repos/builtin/packages/py-pbr/package.py,0.8
healther,var/spack/repos/builtin/packages/log4cxx/log4cxx-0.10.0-missing_includes.patch,0.24
healther,var/spack/repos/builtin/packages/log4cxx/log4cxx-0.10.0-narrowing-fixes-from-upstream.patch,0.78
Mario Melara,lib/spack/docs/tutorial.rst,0.83
Mario Melara,lib/spack/docs/tutorial/examples/1.package.py,0.97
Mario Melara,lib/spack/docs/tutorial_buildsystems.rst,4.7
Mario Melara,lib/spack/docs/basic_usage.rst,23.6
Mario Melara,lib/spack/spack/operating_system/mac_osx.py,1.18
Mario Melara,lib/spack/spack/architectures/cray.py,3.26
Adam J. Stewart,var/spack/repos/builtin/packages/py-bsddb3/package.py,0.86
Adam J. Stewart,lib/spack/spack/compilers/intel.py,4.0
Adam J. Stewart,var/spack/repos/builtin/packages/pango/package.py,0.67
Adam J. Stewart,lib/spack/external/__init__.py,4.76
Adam J. Stewart,lib/spack/external/_pytest/_argcomplete.py,3.58
Adam J. Stewart,lib/spack/external/_pytest/_code/_py2traceback.py,1.0
Adam J. Stewart,lib/spack/external/_pytest/_code/code.py,31.96
Adam J. Stewart,lib/spack/external/_pytest/_code/source.py,18.99
Adam J. Stewart,lib/spack/external/_pytest/assertion/__init__.py,0.64
Adam J. Stewart,lib/spack/external/_pytest/assertion/rewrite.py,12.17
Adam J. Stewart,lib/spack/external/_pytest/assertion/util.py,6.87
Adam J. Stewart,lib/spack/external/_pytest/cacheprovider.py,9.41
Adam J. Stewart,lib/spack/external/_pytest/capture.py,4.89
Adam J. Stewart,lib/spack/external/_pytest/compat.py,8.19
Adam J. Stewart,lib/spack/external/_pytest/config.py,48.05
Adam J. Stewart,lib/spack/external/_pytest/debugging.py,5.68
Adam J. Stewart,lib/spack/external/_pytest/deprecated.py,1.0
Adam J. Stewart,lib/spack/external/_pytest/doctest.py,9.76
Adam J. Stewart,lib/spack/external/_pytest/fixtures.py,37.55
Adam J. Stewart,lib/spack/external/_pytest/helpconfig.py,8.06
Adam J. Stewart,lib/spack/external/_pytest/hookspec.py,12.37
Adam J. Stewart,lib/spack/external/_pytest/junitxml.py,6.47
Adam J. Stewart,lib/spack/external/_pytest/main.py,39.61
Adam J. Stewart,lib/spack/external/_pytest/mark.py,9.21
Adam J. Stewart,lib/spack/external/_pytest/monkeypatch.py,2.89
Adam J. Stewart,lib/spack/external/_pytest/nose.py,7.82
Adam J. Stewart,lib/spack/external/_pytest/pastebin.py,1.0
Adam J. Stewart,lib/spack/external/_pytest/pytester.py,46.78
Adam J. Stewart,lib/spack/external/_pytest/python.py,54.07
Adam J. Stewart,lib/spack/external/_pytest/recwarn.py,6.63
Adam J. Stewart,lib/spack/external/_pytest/resultlog.py,4.54
Adam J. Stewart,lib/spack/external/_pytest/runner.py,15.56
Adam J. Stewart,lib/spack/external/_pytest/skipping.py,24.65
Adam J. Stewart,lib/spack/external/_pytest/terminal.py,26.23
Adam J. Stewart,lib/spack/external/_pytest/tmpdir.py,2.94
Adam J. Stewart,lib/spack/external/_pytest/unittest.py,14.41
Adam J. Stewart,lib/spack/external/_pytest/vendored_packages/pluggy.py,0.88
Adam J. Stewart,lib/spack/external/jinja2/__init__.py,1.28
Adam J. Stewart,lib/spack/external/jinja2/asyncsupport.py,4.15
Adam J. Stewart,lib/spack/external/jinja2/bccache.py,0.98
Adam J. Stewart,lib/spack/external/jinja2/compiler.py,6.4
Adam J. Stewart,lib/spack/external/jinja2/debug.py,0.87
Adam J. Stewart,lib/spack/external/jinja2/defaults.py,1.64
Adam J. Stewart,lib/spack/external/jinja2/environment.py,0.93
Adam J. Stewart,lib/spack/external/jinja2/ext.py,0.82
Adam J. Stewart,lib/spack/external/jinja2/filters.py,10.66
Adam J. Stewart,lib/spack/external/jinja2/idtracking.py,1.76
Adam J. Stewart,lib/spack/external/jinja2/lexer.py,1.48
Adam J. Stewart,lib/spack/external/jinja2/nodes.py,3.27
Adam J. Stewart,lib/spack/external/jinja2/parser.py,4.72
Mark C. Miller,var/spack/repos/builtin/packages/boxlib/package.py,0.27
Mark C. Miller,var/spack/repos/builtin/packages/moab/package.py,0.03
Jon Rood,var/spack/repos/builtin/packages/cgns/package.py,1.82
Brian Van Essen,var/spack/repos/builtin/packages/libtiff/package.py,0.32
Pramod S Kumbhar,var/spack/repos/builtin/packages/intel-parallel-studio/package.py,1.0
Pramod S Kumbhar,var/spack/repos/builtin/packages/hpctoolkit-externals/package.py,0.23
Pramod S Kumbhar,var/spack/repos/builtin/packages/allinea-forge/package.py,0.83
Pramod S Kumbhar,var/spack/repos/builtin/packages/cbtf-krell/package.py,0.63
alalazo,var/spack/repos/builtin/packages/elemental/package.py,0.9
alalazo,var/spack/repos/builtin/packages/hdf5/package.py,3.56
alalazo,var/spack/repos/builtin/packages/intel-mpi/package.py,1.75
alalazo,var/spack/repos/builtin/packages/libxc/package.py,0.9
alalazo,var/spack/repos/builtin/packages/netcdf-fortran/package.py,0.9
alalazo,var/spack/repos/builtin/packages/netlib-lapack/package.py,2.41
alalazo,var/spack/repos/builtin/packages/openspeedshop/package.py,1.67
alalazo,var/spack/repos/builtin/packages/r/package.py,1.34
alalazo,var/spack/repos/builtin/packages/scotch/package.py,0.9
alalazo,var/spack/repos/builtin/packages/veclibfort/package.py,0.9
alalazo,lib/spack/llnl/util/filesystem.py,1.76
alalazo,lib/spack/spack/test/llnl/util/file_list.py,3.85
alalazo,lib/spack/spack/__init__.py,1.78
alalazo,lib/spack/spack/directives.py,2.72
alalazo,lib/spack/spack/package.py,0.66
alalazo,var/spack/repos/builtin/packages/armadillo/package.py,3.75
alalazo,var/spack/repos/builtin/packages/astyle/package.py,1.97
alalazo,lib/spack/spack/cmd/setup.py,1.0
alalazo,var/spack/repos/builtin/packages/lzo/package.py,0.41
alalazo,var/spack/repos/builtin/packages/autoconf/package.py,1.14
alalazo,lib/spack/spack/cmd/create.py,13.16
alalazo,var/spack/repos/builtin/packages/gmp/package.py,1.67
alalazo,lib/spack/spack/cmd/uninstall.py,3.3
alalazo,lib/spack/spack/database.py,0.82
alalazo,lib/spack/spack/modules.py,13.47
alalazo,var/spack/repos/builtin/packages/ibmisc/package.py,0.67
alalazo,var/spack/repos/builtin/packages/openjpeg/package.py,1.93
alalazo,var/spack/repos/builtin/packages/blitz/package.py,1.67
alalazo,bin/spack,0.87
alalazo,lib/spack/spack/cmd/module.py,1.0
alalazo,lib/spack/spack/test/cmd/find.py,1.0
alalazo,lib/spack/spack/config.py,1.73
alalazo,share/spack/csh/spack.csh,3.67
alalazo,var/spack/repos/builtin/packages/mxml/package.py,3.0
alalazo,var/spack/repos/builtin/packages/automake/package.py,1.0
alalazo,var/spack/repos/builtin/packages/espresso/package.py,3.77
alalazo,var/spack/repos/builtin/packages/lmod/package.py,2.42
alalazo,var/spack/repos/builtin/packages/lua/package.py,1.93
alalazo,lib/spack/docs/basic_usage.rst,2.43
alalazo,flake8-framework.ini,0.89
alalazo,lib/spack/spack/cmd/compiler.py,0.48
alalazo,lib/spack/spack/directory_layout.py,0.89
alalazo,var/spack/repos/builtin/packages/qt/package.py,0.73
alalazo,var/spack/repos/builtin/packages/ruby/package.py,3.05
alalazo,lib/spack/spack/test/database.py,0.26
alalazo,lib/spack/spack/cmd/checksum.py,3.43
alalazo,lib/spack/spack/cmd/md5.py,0.62
alalazo,lib/spack/spack/test/configure_guess.py,1.68
alalazo,lib/spack/spack/test/directory_layout.py,0.63
alalazo,lib/spack/spack/test/git_fetch.py,5.92
Luigi Calori,bin/sbang,0.97
David Beckingsale,var/spack/packages/SAMRAI/package.py,1.38
becker33,lib/spack/spack/build_environment.py,0.71
becker33,lib/spack/docs/tutorial_buildsystems.rst,1.09
becker33,lib/spack/spack/test/cc.py,0.77
becker33,lib/spack/docs/tutorial.rst,0.94
becker33,lib/spack/docs/tutorial_configuration.rst,9.05
becker33,lib/spack/spack/cmd/setup.py,2.03
becker33,var/spack/repos/builtin/packages/clhep/package.py,1.73
becker33,var/spack/repos/builtin/packages/elpa/package.py,0.83
becker33,var/spack/repos/builtin/packages/ferret/package.py,0.47
becker33,var/spack/repos/builtin/packages/git/package.py,0.86
becker33,var/spack/repos/builtin/packages/libxc/package.py,0.72
becker33,var/spack/repos/builtin/packages/libxpm/package.py,0.86
becker33,var/spack/repos/builtin/packages/llvm-lld/package.py,0.87
becker33,var/spack/repos/builtin/packages/llvm/package.py,0.83
becker33,lib/spack/spack/package_prefs.py,0.63
becker33,lib/spack/spack/platforms/cray.py,0.45
becker33,lib/spack/docs/configuration.rst,4.99
becker33,lib/spack/spack/__init__.py,0.94
becker33,lib/spack/spack/compilers/__init__.py,0.95
becker33,lib/spack/spack/config.py,0.96
becker33,lib/spack/spack/cmd/dependents.py,1.0
becker33,lib/spack/spack/cmd/uninstall.py,1.0
becker33,lib/spack/spack/database.py,1.0
becker33,lib/spack/spack/graph.py,1.0
becker33,lib/spack/docs/basic_usage.rst,2.35
becker33,lib/spack/docs/features.rst,1.0
becker33,lib/spack/docs/getting_started.rst,1.0
becker33,lib/spack/docs/tutorial_sc16_spack_basics.rst,4.87
becker33,lib/spack/spack/parse.py,1.24
becker33,lib/spack/spack/architecture.py,0.87
becker33,lib/spack/spack/cmd/compiler.py,3.3
becker33,lib/spack/spack/compiler.py,0.91
becker33,lib/spack/spack/concretize.py,4.14
Erik Schnetter,var/spack/repos/builtin/packages/intel-gpu-tools/package.py,0.71
Erik Schnetter,var/spack/repos/builtin/packages/libdrm/package.py,0.71
Erik Schnetter,var/spack/repos/builtin/packages/libpciaccess/package.py,0.67
Erik Schnetter,var/spack/repos/builtin/packages/qthreads/package.py,0.82
Erik Schnetter,var/spack/repos/builtin/packages/hdf5-blosc/package.py,2.3
Erik Schnetter,lib/spack/docs/packaging_guide.rst,2.0
Erik Schnetter,var/spack/repos/builtin/packages/bliss/package.py,0.87
Erik Schnetter,var/spack/repos/builtin/packages/lrslib/Makefile.spack.patch,1.67
Erik Schnetter,lib/spack/spack/test/cc.py,0.99
Erik Schnetter,lib/spack/spack/package.py,1.0
Erik Schnetter,var/spack/packages/gdb/package.py,1.87
Erik Schnetter,var/spack/packages/git/package.py,0.96
Erik Schnetter,var/spack/packages/python/package.py,1.85
Erik Schnetter,var/spack/packages/texinfo/package.py,1.83
George Hartzell,var/spack/repos/builtin/packages/r/package.py,0.8
George Hartzell,var/spack/repos/builtin/packages/go/package.py,0.7
George Hartzell,var/spack/repos/builtin/packages/perl/package.py,3.06
George Hartzell,var/spack/repos/builtin/packages/libx11/package.py,1.79
George Hartzell,var/spack/repos/builtin/packages/libxau/package.py,0.89
George Hartzell,var/spack/repos/builtin/packages/lmod/package.py,0.71
George Hartzell,var/spack/repos/builtin/packages/samtools/package.py,4.77
George Hartzell,lib/spack/spack/modules.py,1.41
George Hartzell,var/spack/repos/builtin/packages/gobject-introspection/package.py,0.61
George Hartzell,var/spack/repos/builtin/packages/go-bootstrap/package.py,2.25
George Hartzell,var/spack/repos/builtin/packages/r-jsonlite/package.py,1.25
George Hartzell,var/spack/repos/builtin/packages/r-mime/package.py,1.42
Benedikt Riedel,var/spack/repos/builtin/packages/geant4/package.py,2.77
Scott Wittenburg,var/spack/repos/builtin/packages/qt/package.py,0.68
Milton Woods,var/spack/repos/builtin/packages/libemos/package.py,1.3
Milton Woods,lib/spack/spack/__init__.py,0.71
Milton Woods,lib/spack/spack/build_systems/autotools.py,2.78
Milton Woods,lib/spack/spack/cmd/build.py,0.87
Milton Woods,lib/spack/spack/cmd/configure.py,0.87
Milton Woods,lib/spack/spack/cmd/create.py,0.66
Gregory Lee,var/spack/repos/builtin/packages/apex/package.py,0.75
Gregory Lee,var/spack/repos/builtin/packages/callpath/package.py,0.74
Gregory Lee,var/spack/repos/builtin/packages/kealib/package.py,0.91
Gregory Lee,var/spack/repos/builtin/packages/llvm-lld/package.py,0.9
Gregory Lee,var/spack/repos/builtin/packages/py-pylint/package.py,0.21
Gregory Lee,var/spack/repos/builtin/packages/intel-daal/package.py,0.65
Gregory Lee,var/spack/repos/builtin/packages/intel-ipp/package.py,0.94
Gregory Lee,var/spack/repos/builtin/packages/dyninst/package.py,0.89
Gregory Lee,var/spack/repos/builtin/packages/elfutils/package.py,0.82
Gregory Lee,var/spack/repos/builtin/packages/extrae/package.py,2.17
Gregory Lee,var/spack/repos/builtin/packages/libdwarf/package.py,1.43
Gregory Lee,var/spack/repos/builtin/packages/libelf/package.py,1.21
Gregory Lee,var/spack/repos/builtin/packages/openspeedshop/package.py,1.0
Gregory Lee,var/spack/repos/builtin/packages/fontconfig/package.py,0.67
Gregory Lee,var/spack/repos/builtin/packages/py-pygobject/package.py,0.67
Gregory Lee,var/spack/repos/builtin/packages/py-logilab-common/package.py,0.58
Gregory Lee,var/spack/repos/builtin/packages/py-six/package.py,0.58
Gregory Lee,var/spack/repos/builtin/packages/py-pyqt/package.py,0.77
Gregory Lee,lib/spack/docs/packaging_guide.rst,0.83
Gregory Lee,var/spack/repos/builtin/packages/cairo/package.py,0.67
Gregory Lee,var/spack/repos/builtin/packages/graphviz/package.py,1.28
